"date","time","size","r_version","r_arch","r_os","package","version","country","ip_id"
"2015-04-01","00:36:38",834745,"3.1.2","x86_64","linux-gnu","RIGHT","0.2.0","US",8
"2015-04-01","00:36:36",21157,"3.1.2","x86_64","darwin10.8.0","RHT","1.0","US",8
"2015-04-01","00:36:41",142880,"3.1.2","x86_64","darwin10.8.0","RInSp","1.2","US",8
"2015-04-01","00:35:37",21151,"3.1.3","x86_64","linux-gnu","stringr","0.6.2","US",10
"2015-04-01","00:36:13",706601,"3.1.2","x86_64","mingw32","lattice","0.20-31","HK",15
"2015-04-01","00:36:16",33782,"3.1.3","x86_64","mingw32","manipulate","1.0.1","HK",15
"2015-04-01","00:35:58",14616,NA,NA,NA,"latticeExtra","0.6-26","CN",9
"2015-04-01","00:36:04",779632,"3.1.2","x86_64","mingw32","mgcv","1.8-6","CN",27
"2015-04-01","00:36:40",40780,"3.1.2","x86_64","mingw32","RImpala","0.1.5","US",8
"2015-04-01","00:36:06",705388,"3.1.1","x86_64","mingw32","party","1.0-20","ID",28
"2015-04-01","00:36:41",2355032,"3.1.1","x86_64","mingw32","AER","1.2-3","CO",14
"2015-04-01","00:36:35",1613628,"3.1.3","i386","mingw32","RHRV","4.0","US",8
"2015-04-01","00:36:36",32194,"3.1.2","x86_64","linux-gnu","RI2by2","1.2","US",8
"2015-04-01","00:36:30",256849,"3.1.3","x86_64","linux-gnu","signal","0.7-4","US",29
"2015-04-01","00:36:41",759914,"3.1.3","x86_64","darwin13.4.0","rJava","0.9-6","US",30
"2015-04-01","00:36:19",52265,"3.1.2","x86_64","linux-gnu","ROAuth","0.9.6","AU",31
"2015-04-01","00:36:33",31962,"3.1.2","x86_64","darwin10.8.0","lintr","0.2.0","GB",32
"2015-04-01","00:36:08",16015,"3.1.3","x86_64","linux-gnu","microbenchmark","1.4-2","US",2
"2015-04-01","00:35:58",39867,"3.1.2","x86_64","mingw32","labeling","0.3","CA",5
"2015-04-01","00:35:36",289970,"3.1.2","x86_64","mingw32","iterators","1.0.7","US",10
"2015-04-01","00:36:11",427249,"3.1.2","x86_64","mingw32","jsonlite","0.9.15","HK",15
"2015-04-01","00:36:43",16016,"3.1.2","x86_64","mingw32","microbenchmark","1.4-2","US",33
"2015-04-01","00:36:39",314136,"3.1.1","x86_64","darwin13.1.0","RISmed","2.1.5","US",8
"2015-04-01","00:36:40",45931,"3.1.3","x86_64","linux-gnu","RImageJROI","0.1","US",8
"2015-04-01","00:36:45",141175,"3.1.3","x86_64","linux-gnu","RJSDMX","1.3","US",8
"2015-04-01","00:36:44",68071,"3.1.2","x86_64","mingw32","RItools","0.1-12","US",8
"2015-04-01","00:36:32",1237731,"3.1.2","x86_64","mingw32","forecast","5.9","US",34
"2015-04-01","00:36:15",83917,"3.1.2","i386","mingw32","rex","0.2.0","US",16
"2015-04-01","00:36:03",675598,"3.1.2","x86_64","mingw32","knitr","1.9","US",16
"2015-04-01","00:36:44",2202149,"3.1.3","i386","mingw32","RInside","0.2.12","US",8
"2015-04-01","00:36:45",66148,"3.1.2","x86_64","mingw32","RJDBC","0.2-5","US",8
"2015-04-01","00:36:44",630321,"3.1.2","x86_64","linux-gnu","texreg","1.34","CO",14
"2015-04-01","00:35:33",388113,"3.1.3","x86_64","darwin13.4.0","Lock5Data","2.6","AU",35
"2015-04-01","00:36:04",329965,"3.1.2","x86_64","mingw32","sas7bdat","0.5","AU",36
"2015-04-01","00:36:29",388113,"3.1.2","x86_64","linux-gnu","Lock5Data","2.6","AU",37
"2015-04-01","00:35:27",14621,NA,NA,NA,"equivalence","0.6.0","FR",38
"2015-04-01","00:36:30",28416,NA,NA,NA,"backfitRichards","0.5.0","FR",38
"2015-04-01","00:36:36",14621,NA,NA,NA,"binhf","0.9-3","FR",38
"2015-04-01","00:36:44",1148895,"3.1.3","x86_64","linux-gnu","RJSONIO","1.3-0","US",10
"2015-04-01","00:35:59",205985,"3.1.2","x86_64","darwin10.8.0","reshape2","1.4.1","CA",5
"2015-04-01","00:36:47",1236603,"3.1.3","x86_64","linux-gnu","RJSONIO","1.3-0","US",8
"2015-04-01","00:35:38",26933,"3.1.3","x86_64","linux-gnu","lint","0.3","US",10
"2015-04-01","00:36:12",289970,"3.1.3","x86_64","linux-gnu","iterators","1.0.7","KR",20
"2015-04-01","00:36:20",16990,"3.0.2","x86_64","linux-gnu","curl","0.5","US",39
"2015-04-01","00:36:13",31759,"3.1.3","x86_64","linux-gnu","htmltools","0.2.6","NZ",3
"2015-04-01","00:36:15",360256,"3.1.3","x86_64","linux-gnu","foreach","1.4.2","KR",20
"2015-04-01","00:36:17",1049688,"3.1.2","x86_64","linux-gnu","MASS","7.3-40","HK",15
"2015-04-01","00:36:22",21353,"3.1.2","x86_64","linux-gnu","lazyeval","0.1.10","US",2
"2015-04-01","00:36:02",29123,"3.1.2","x86_64","darwin13.4.0","formatR","1.1","US",16
"2015-04-01","00:36:02",78417,"3.1.3","x86_64","linux-gnu","markdown","0.7.4","US",16
"2015-04-01","00:34:11",14616,NA,NA,NA,"rmarkdown","0.5.1","CN",9
"2015-04-01","00:35:56",14616,NA,NA,NA,"hexbin","1.27.0","CN",9
"2015-04-01","00:36:15",9253,"3.1.1","x86_64","mingw32","bitops","1.0-6","NZ",3
"2015-04-01","00:36:43",50049,"3.1.1","x86_64","mingw32","testthat","0.9.1","US",33
"2015-04-01","00:36:43",18297,"3.1.1","x86_64","mingw32","crayon","1.1.0","US",33
"2015-04-01","00:36:25",2617066,"3.1.1","x86_64","mingw32","igraph","0.7.1","GB",32
"2015-04-01","00:36:32",879129,"3.1.1","x86_64","mingw32","RCurl","1.95-4.5","GB",32
"2015-04-01","00:36:23",601597,"3.1.1","x86_64","mingw32","rJava","0.9-6","US",40
"2015-04-01","00:36:12",6916,"3.1.1","x86_64","mingw32","base64enc","0.1-2","KR",20
"2015-04-01","00:36:32",104066,"3.1.1","x86_64","mingw32","nnet","7.3-9","US",41
"2015-04-01","00:36:06",5209196,"3.1.1","x86_64","mingw32","TH.data","1.0-6","US",42
"2015-04-01","00:36:07",504711,"3.1.1","x86_64","mingw32","sandwich","2.3-3","US",42
"2015-04-01","00:36:12",2045928,"3.1.1","x86_64","mingw32","quantreg","5.11","US",42
"2015-04-01","00:36:14",1590423,"3.1.1","x86_64","mingw32","Hmisc","3.15-0","US",42
"2015-04-01","00:36:14",81600,"3.1.1","x86_64","mingw32","mapproj","1.2-2","US",42
"2015-04-01","00:36:17",2071456,"3.1.2","x86_64","darwin13.4.0","maps","2.3-9","US",42
"2015-04-01","00:36:18",777855,"3.1.3","x86_64","linux-gnu","hexbin","1.27.0","US",42
"2015-04-01","00:36:19",1738752,"3.1.2","x86_64","darwin10.8.0","maptools","0.8-34","US",42
"2015-04-01","00:36:20",631166,"3.1.2","x86_64","darwin13.4.0","multcomp","1.4-0","US",42
"2015-04-01","00:36:21",251561,"3.1.3","x86_64","linux-gnu","testthat","0.9.1","US",42
"2015-04-01","00:36:23",2677096,"3.1.2","x86_64","darwin10.8.0","ggplot2","1.0.1","US",42
"2015-04-01","00:36:45",10464,"3.1.1","x86_64","mingw32","extrafontdb","1.0","US",42
"2015-04-01","00:36:45",125404,"3.1.1","x86_64","darwin10.8.0","Rttf2pt1","1.3.3","US",42
"2015-04-01","00:36:49",34783,"3.1.3","x86_64","mingw32","extrafont","0.17","US",42
"2015-04-01","00:36:37",9494027,"3.1.3","x86_64","mingw32","xlsxjars","0.6.1","US",40
"2015-04-01","00:35:19",45127,"3.1.3","x86_64","mingw32","spatial","7.3-9","KR",20
"2015-04-01","00:36:04",575078,"3.1.3","x86_64","mingw32","boot","1.3-16","HK",15
"2015-04-01","00:35:20",14616,NA,NA,NA,"geoR","1.7-4.1","CN",9
"2015-04-01","00:35:22",14616,NA,NA,NA,"RcppArmadillo","0.4.650.1.1","CN",9
"2015-04-01","00:36:38",401830,"3.1.3","x86_64","mingw32","xlsx","0.5.7","US",40
"2015-04-01","00:36:42",436690,"3.1.3","x86_64","mingw32","scatterplot3d","0.3-35","US",43
"2015-04-01","00:36:37",1875546,"3.1.3","x86_64","mingw32","mgcv","1.8-5","HK",15
"2015-04-01","00:36:59",401459,"3.1.3","x86_64","mingw32","xlsx","0.5.7","US",30
"2015-04-01","00:36:38",125609,"3.1.3","x86_64","mingw32","reshape","0.8.5","US",44
"2015-04-01","00:36:41",3191978,"3.1.3","x86_64","mingw32","Rcpp","0.11.5","US",45
"2015-04-01","00:36:42",45417,"3.1.3","x86_64","mingw32","assertthat","0.1","US",45
"2015-04-01","00:36:42",123754,"3.1.3","x86_64","mingw32","R6","2.0.1","US",45
"2015-04-01","00:36:43",152267,"3.1.3","x86_64","mingw32","magrittr","1.5","US",45
"2015-04-01","00:36:43",63325,"3.1.3","x86_64","mingw32","lazyeval","0.1.10","US",45
"2015-04-01","00:36:43",154285,"3.1.2","x86_64","darwin10.8.0","DBI","0.3.1","US",45
"2015-04-01","00:36:50",12472577,"3.1.2","x86_64","darwin10.8.0","BH","1.55.0-3","US",45
"2015-04-01","00:36:50",504730,"3.1.2","x86_64","darwin10.8.0","reshape2","1.4.1","US",45
"2015-04-01","00:36:57",13438416,"3.1.3","x86_64","linux-gnu","stringi","0.4-1","US",45
"2015-04-01","00:36:57",92384,"3.1.2","x86_64","mingw32","mnormt","1.5-1","US",45
"2015-04-01","00:36:57",1155437,"3.1.2","x86_64","mingw32","plyr","1.8.1","US",45
"2015-04-01","00:37:00",2597272,"3.1.1","x86_64","mingw32","dplyr","0.4.1","US",45
"2015-04-01","00:37:01",78029,"3.1.1","x86_64","darwin13.1.0","tidyr","0.2.0","US",45
"2015-04-01","00:37:03",3200009,"3.1.3","x86_64","linux-gnu","psych","1.5.1","US",45
"2015-04-01","00:37:03",75807,"3.1.2","x86_64","linux-gnu","stringr","0.6.2","US",45
"2015-04-01","00:37:04",772905,"3.1.3","x86_64","mingw32","broom","0.3.6","US",45
"2015-04-01","00:35:20",14616,NA,NA,NA,"forecast","5.9","CN",9
"2015-04-01","00:35:22",14616,NA,NA,NA,"gstat","1.0-22","CN",9
"2015-04-01","00:36:05",84770,"3.1.3","x86_64","linux-gnu","class","7.3-12","HK",15
"2015-04-01","00:36:07",487150,"3.1.2","x86_64","mingw32","cluster","2.0.1","HK",15
"2015-04-01","00:36:10",257192,"3.1.3","x86_64","linux-gnu","foreign","0.8-63","HK",15
"2015-04-01","00:37:01",21349,"3.1.1","x86_64","mingw32","lazyeval","0.1.10","US",33
"2015-04-01","00:37:00",2424650,"2.14.2","x86_64","mingw32","RJaCGH","2.0.3","US",8
"2015-04-01","00:36:30",14616,NA,NA,NA,"igraph","0.7.1","CN",46
"2015-04-01","00:37:00",97965,"2.14.2","x86_64","mingw32","numDeriv","2012.9-1","US",47
"2015-04-01","00:36:58",9485613,"3.1.2","x86_64","mingw32","xlsxjars","0.6.1","US",30
"2015-04-01","00:36:34",1237731,"3.1.2","x86_64","mingw32","forecast","5.9","US",34
"2015-04-01","00:37:01",83913,"3.1.2","x86_64","mingw32","rex","0.2.0","US",33
"2015-04-01","00:37:10",35209,"3.1.2","x86_64","mingw32","reshape2","1.4.1","US",10
"2015-04-01","00:37:11",35563,"3.1.2","x86_64","mingw32","mime","0.3","CN",48
"2015-04-01","00:36:55",73428,"3.1.3","x86_64","linux-gnu","coda","0.17-1","US",10
"2015-04-01","00:37:10",12048,"3.1.2","x86_64","darwin10.8.0","RColorBrewer","1.1-2","US",10
"2015-04-01","00:37:01",201022,"3.1.2","x86_64","mingw32","magrittr","1.5","US",33
"2015-04-01","00:37:11",139143,"3.1.2","x86_64","darwin10.8.0","lawstat","2.5","US",49
"2015-04-01","00:36:14",11108,"3.1.2","x86_64","darwin10.8.0","fail","1.2","KR",20
"2015-04-01","00:36:40",223380,"3.1.2","x86_64","mingw32","mvtnorm","1.0-2","US",50
"2015-04-01","00:36:53",9042061,"3.1.2","x86_64","mingw32","xlsxjars","0.4.0","CN",51
"2015-04-01","00:36:56",714417,"3.1.2","x86_64","mingw32","rJava","0.9-4","CN",51
"2015-04-01","00:36:59",382454,"3.1.3","x86_64","mingw32","xlsx","0.5.0","CN",51
"2015-04-01","00:37:09",10098065,"3.1.3","x86_64","linux-gnu","RKEA","0.0-5","US",8
"2015-04-01","00:37:18",1744747,"3.1.2","x86_64","mingw32","RMOAjars","1.0","US",8
"2015-04-01","00:37:11",26466,"3.1.3","x86_64","mingw32","RM2","0.0","US",8
"2015-04-01","00:37:15",1904033,"3.1.3","x86_64","linux-gnu","RMAWGEN","1.3.0","US",8
"2015-04-01","00:37:17",263341,"3.1.2","x86_64","linux-gnu","RMOA","1.0","US",8
"2015-04-01","00:37:07",12048,"3.1.3","x86_64","mingw32","RColorBrewer","1.1-2","NZ",52
"2015-04-01","00:36:08",44537,"3.0.2","x86_64","linux-gnu","codetools","0.2-11","HK",15
"2015-04-01","00:37:11",464243,"2.13.0","x86_64","mingw32","RLRsim","3.0","US",8
"2015-04-01","00:36:53",101203,"3.1.2","x86_64","mingw32","nnet","7.3-9","HK",15
"2015-04-01","00:37:08",4558872,"3.0.2","x86_64","linux-gnu","survival","2.38-1","HK",15
"2015-04-01","00:37:16",717919,"3.0.2","x86_64","linux-gnu","RMC","0.2","US",8
"2015-04-01","00:37:17",98997,"3.1.2","x86_64","darwin10.8.0","RMKdiscrete","0.1","US",8
"2015-04-01","00:37:20",90460,"3.1.2","x86_64","darwin10.8.0","RMRAINGEN","1.0","US",8
"2015-04-01","00:37:17",919273,"3.1.2","x86_64","mingw32","rpart","4.1-9","BR",53
"2015-04-01","00:35:49",65301,NA,NA,NA,"HMMpa","1.0","FR",38
"2015-04-01","00:37:10",29124,"3.1.2","x86_64","linux-gnu","formatR","1.1","US",54
"2015-04-01","00:37:21",150845,"3.1.2","x86_64","mingw32","RMallow","1.0","US",8
"2015-04-01","00:36:31",234036,"3.1.2","x86_64","mingw32","installr","0.15.3","AU",55
"2015-04-01","00:37:09",91542,"3.1.2","x86_64","mingw32","munsell","0.4.2","NZ",52
"2015-04-01","00:36:27",248053,"3.1.2","x86_64","mingw32","httr","0.6.1","GB",32
"2015-04-01","00:37:16",51409,"3.1.3","x86_64","linux-gnu","formatR","1.1","CN",48
"2015-04-01","00:37:26",31364,NA,NA,NA,"cclust","0.6-15","FR",4
"2015-04-01","00:37:24",28216,"3.1.2","x86_64","linux-gnu","whisker","0.3-2","KR",56
"2015-04-01","00:37:18",92808,"3.1.2","x86_64","mingw32","devtools","0.6","US",57
"2015-04-01","00:37:21",105512,"3.1.2","x86_64","mingw32","RMTstat","0.3","US",8
"2015-04-01","00:36:09",675601,"3.1.3","x86_64","mingw32","knitr","1.9","NZ",3
"2015-04-01","00:36:19",1165453,"3.1.2","x86_64","linux-gnu","rmarkdown","0.5.1","NZ",3
"2015-04-01","00:36:27",3432967,"3.0.2","x86_64","linux-gnu","Matrix","1.1-5","HK",15
"2015-04-01","00:37:00",133565,"3.1.2","x86_64","mingw32","spatial","7.3-9","HK",15
"2015-04-01","00:37:24",1088703,"3.1.3","i386","mingw32","RMark","2.1.12","US",8
"2015-04-01","00:37:27",417719,"3.1.3","i386","mingw32","jsonlite","0.9.15","KR",56
"2015-04-01","00:37:11",487412,"3.1.3","i386","mingw32","MASS","7.3-40","US",10
"2015-04-01","00:37:27",662590,"3.1.3","i386","mingw32","xts","0.9-7","US",58
"2015-04-01","00:37:28",896777,"3.1.3","x86_64","linux-gnu","zoo","1.7-12","US",58
"2015-04-01","00:37:29",282533,"3.0.2","x86_64","linux-gnu","TTR","0.22-0","US",58
"2015-04-01","00:37:30",465014,"3.1.2","x86_64","darwin13.4.0","quantmod","0.4-4","US",58
"2015-04-01","00:37:11",78418,"3.1.2","x86_64","linux-gnu","markdown","0.7.4","US",54
"2015-04-01","00:36:55",66941,"3.0.1","i386","mingw32","rjags","3-14","US",10
"2015-04-01","00:37:10",40608,"3.0.1","i386","mingw32","scales","0.2.4","US",10
"2015-04-01","00:37:31",208034,"2.15.1","x86_64","mingw32","registry","0.2","US",59
"2015-04-01","00:37:31",154793,"3.1.3","i386","mingw32","proxy","0.4-14","US",59
"2015-04-01","00:37:09",72400,NA,NA,NA,"MuMIn","1.13.4","FR",4
"2015-04-01","00:37:12",39290,"3.1.2","x86_64","mingw32","evaluate","0.5.5","CN",48
"2015-04-01","00:36:33",131282,"3.1.3","x86_64","linux-gnu","devtools","1.7.0","GB",32
"2015-04-01","00:36:14",63879,"3.1.3","x86_64","mingw32","caTools","1.17.1","NZ",3
"2015-04-01","00:37:24",92488,"3.1.2","x86_64","mingw32","RMediation","1.1.3","US",8
"2015-04-01","00:36:37",2677096,"3.1.3","x86_64","linux-gnu","ggplot2","1.0.1","KR",60
"2015-04-01","00:36:38",730326,"3.1.3","x86_64","mingw32","lattice","0.20-31","KR",60
"2015-04-01","00:36:38",36305,"3.1.2","i386","mingw32","manipulate","1.0.1","KR",60
"2015-04-01","00:36:39",1086182,"3.1.3","x86_64","mingw32","MASS","7.3-40","KR",60
"2015-04-01","00:37:13",20182,"3.1.3","x86_64","linux-gnu","gtable","0.1.2","NZ",52
"2015-04-01","00:37:25",6340,"3.1.2","x86_64","darwin10.8.0","rstudioapi","0.2","KR",56
"2015-04-01","00:37:21",3201887,"3.1.1","x86_64","linux-gnu","psych","1.5.1","US",61
"2015-04-01","00:37:10",91542,"3.1.2","x86_64","mingw32","munsell","0.4.2","US",10
"2015-04-01","00:37:31",188381,NA,NA,NA,"maps","2.3-9","FR",38
"2015-04-01","00:37:34",92249,"3.0.3","x86_64","mingw32","mnormt","1.5-1","MX",62
"2015-04-01","00:37:36",3198409,"3.1.3","x86_64","linux-gnu","psych","1.5.1","MX",62
"2015-04-01","00:36:22",26670,"3.1.3","x86_64","linux-gnu","RAtmosphere","1.1","AU",63
"2015-04-01","00:35:52",33445,NA,NA,NA,"connectedness","0.2.2","FR",38
"2015-04-01","00:37:05",254989,NA,NA,NA,"CHCN","1.5","FR",38
"2015-04-01","00:37:19",493960,"3.1.3","x86_64","mingw32","rjson","0.2.15","US",64
"2015-04-01","00:37:12",675599,"3.1.2","x86_64","mingw32","knitr","1.9","US",54
"2015-04-01","00:37:35",1909745,"3.1.2","x86_64","linux-gnu","RMySQL","0.10.2","US",8
"2015-04-01","00:36:03",33406,NA,NA,NA,"FeedbackTS","1.3","FR",38
"2015-04-01","00:37:27",1256922,"3.1.3","x86_64","linux-gnu","timeSeries","3012.99","BR",65
"2015-04-01","00:37:14",152448,"3.1.1","x86_64","linux-gnu","digest","0.6.8","CN",48
"2015-04-01","00:37:31",4210767,"3.1.2","x86_64","mingw32","RMongo","0.0.25","US",8
"2015-04-01","00:37:04",14616,NA,NA,NA,"nutshell.audioscrobbler","1.0","CN",66
"2015-04-01","00:37:33",83917,"3.1.3","x86_64","linux-gnu","rex","0.2.0","US",54
"2015-04-01","00:37:41",542395,"3.1.2","x86_64","mingw32","e1071","1.6-4","US",1
"2015-04-01","00:37:30",643360,"3.1.2","x86_64","mingw32","knitr","1.9","CO",14
"2015-04-01","00:37:26",288627,"3.1.2","x86_64","mingw32","foreign","0.8-63","US",67
"2015-04-01","00:37:06",247545,"3.1.2","x86_64","mingw32","colorspace","1.2-6","NZ",52
"2015-04-01","00:36:46",2118656,"3.1.3","x86_64","linux-gnu","nlme","3.1-120","HK",15
"2015-04-01","00:36:38",1922659,"3.1.2","x86_64","mingw32","rgl","0.95.1201","US",68
"2015-04-01","00:37:41",1388623,"3.1.3","i386","mingw32","recommenderlab","0.1-5","US",59
"2015-04-01","00:37:04",1237104,"3.1.2","x86_64","mingw32","RJSONIO","1.3-0","US",69
"2015-04-01","00:37:04",978693,"3.1.3","x86_64","linux-gnu","googleVis","0.5.8","US",69
"2015-04-01","00:37:33",18299,"3.1.2","x86_64","mingw32","crayon","1.1.0","US",54
"2015-04-01","00:37:08",84836,"3.1.2","x86_64","mingw32","dichromat","2.0-0","NZ",52
"2015-04-01","00:37:14",40608,"3.1.2","x86_64","mingw32","scales","0.2.4","NZ",52
"2015-04-01","00:37:47",9826934,"3.1.2","x86_64","darwin10.8.0","RNCBIEUtilsLibs","0.9","US",8
"2015-04-01","00:37:01",926386,"3.1.2","x86_64","darwin10.8.0","urca","1.2-8","CA",70
"2015-04-01","00:37:50",149744,"3.1.2","x86_64","linux-gnu","RND","1.1","US",8
"2015-04-01","00:36:54",354493,"3.1.3","x86_64","darwin13.4.0","lattice","0.20-31","US",10
"2015-04-01","00:37:00",8454457,NA,NA,NA,"nutshell.audioscrobbler","1.0","CN",71
"2015-04-01","00:37:03",517,NA,NA,NA,"nutshell.bbdb","1.0","CN",71
